participant,intro_question1_1,LAge_1,LSex_1,LMotherLanguage_1,LStudyWork_1,LHearingDisabilitiesKnown_1,LHearingDisabilitiesKind_1,LHearingDisabilitiesConstraint_1,StartRatingExperiment_1,afterExp1AllSoundsPlayed_1,afterExp2InstructionsClear_1,afterExp3RatingEvaluation_1,afterExp3RatingEvaluation_2,afterExp3RatingEvaluation_3,afterExp3RatingEvaluation_4,afterExp3RatingEvaluation_5,afterExp3RatingEvaluation_6,afterExp3RatingEvaluation_7,afterExp3RatingEvaluation_8,afterExp4Strategy_1,LPartCode_1,LPartCode_2,LPartCode_3,LPartCode_4,LPartCode_5,LPartCode_6,Anmerkungen_1,CLIENT_start,TIME_start,TIME_end,TIME_total
s.14252fb9-47f1-4ca7-a3f2-3f2d59555104.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-25-17-09,2024-07-25-17-09,"",""
s.14598f84-cae4-4ce9-ae1f-24dbdf4955c7.txt,0872024,37,1,1,"Psychologie B.Sc., 4. Fachsemester",1,"","",Pseudowörter_mitTopUp.2024-07-10-1254.data.14598f84-cae4-4ce9-ae1f-24dbdf4955c7.txt,1,Alles war verständlich.,5,3,1,5,1,5,5,1,"Zittern in der Stimme habe ich ängstlich zugeordnet. Schnelle Aussprache eher wütend. Aber bei schneller Aussprache und hoher Stimme eher ängstlich. Am Ende sind meine stereotypischen Vorstellungen wie hier beschrieben etwas aufgewichen und ich fand, das auch eine hohe piepsige Stimme wütend klingen kann.",E,S,S,3,8,L,"Nach längerem höhren fand ich das meine Stereotype ""aufgeweicht"" wurden. Am Anfang dachte ich sehr hohe, piepsige Stimmen können nur ängstlich klingen. Am Ende fand ich, dass sie auch wütend klingen können.",2024-06-10-12-31,2024-07-10-12-31,2024-07-10-12-59,28
s.148454dd-c20f-43a0-a3f7-a299624ae1f3.txt,0872024,18,1,1,"Psychologie (HF, 2.Semester)",1,"","",Pseudowörter_mitTopUp.2024-07-10-1652.data.148454dd-c20f-43a0-a3f7-a299624ae1f3.txt,1,- alles war verständlich,4,3,2,5,2,3,4,1,- Vergleich mit der vorhergehenden Sequenz,"","","","","",588.AdaptEmoS2.LTS57I,"",2024-06-10-16-27,2024-07-10-16-27,2024-07-10-16-57,30
s.15f16dc9-e67a-4e3c-ae22-208a05e78a0d.txt,0872024,23,2,1,Psychologie Bachelor,1,"","","","","","","","","","","","","","","","","","","","","",2024-06-28-10-31,2024-07-28-10-31,"",""
s.17a3bf8c-0c0c-4853-8d93-825b26021dea.txt,0872024,21,1,1,"Psychologie, Semester 3",1,"","",Pseudowörter_mitTopUp.2024-07-11-1400.data.17a3bf8c-0c0c-4853-8d93-825b26021dea.txt,3,- bei einigen Stellen musste eine extr Antwort gegeben werden obwohl keine Stimme abgespielt wurde,5,2,2,5,1,5,5,1,"",A,T,R,1,9,I,"",2024-06-11-13-39,2024-07-11-13-39,2024-07-11-14-05,26
s.1d0c3b22-af55-49e4-a0cd-9a16c9c7d018.txt,0872024,18,1,1,Psychologie,1,"","","","","","","","","","","","","","","","","","","","","",2024-06-18-00-30,2024-07-17-23-30,"",""
s.20c5ef0a-0ba5-47e6-a628-f0cf339fa9f6.txt,0872024,33,2,1,Elektroniker für Betriebstechnik,1,"","",Pseudowörter_mitTopUp.2024-07-15-2048.data.20c5ef0a-0ba5-47e6-a628-f0cf339fa9f6.txt,1,Anweisungen verständlich und Worte deutlich hörbar,4,3,3,4,2,5,5,2,"kurz betonte worte und silben klangen eher wütend~~langgezogene betonungen oder ein gewisses ""zittern"" in der stimme, klangen eher ängstlich","","","","","","","sehr interessantes experiment, gerne mehr davon",2024-06-15-20-18,2024-07-15-20-18,2024-07-15-20-54,36
s.24d50bcd-2684-4c04-bbbb-bd6c381d68b8.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-15-17-47,2024-07-15-17-47,"",""
s.3581f405-4ca5-4319-9acf-0402f511b05c.txt,0872024,19,1,1,Psychologie 2. Fachsemseter,1,"","","","","","","","","","","","","","","","","","","","","",2024-06-09-18-25,2024-07-09-18-25,"",""
s.384ffe29-be66-4188-ad70-7544678c9205.txt,0872024,25,2,1,Wissenschaftlicher Mitarbeiter,1,"","",Pseudowörter_mitTopUp.2024-07-10-1834.data.384ffe29-be66-4188-ad70-7544678c9205.txt,3,selten habe ich gedrückt und die Information wurde nicht erfasst und ich wurde aufgefordert schneller zu agieren,4,3,2,4,2,1,4,2,"Muster in der Stimme erkannt (z.B. überwiegend zittriger Laut) und sofort entschieden auf ängstlich. Ähnlich bei Höhe der Stimmefarbe und einigen anderen Merkmalen. Nicht immer anwendbar gewesen, z.B. nach Pausen oder zu vielen unähnlichen bzw. aus dem Muster fallenden Pseudowörtern.","","","","","","","",2024-06-10-18-08,2024-07-10-18-08,2024-07-10-18-41,33
s.3ac95f02-fa37-4fa0-8a98-8ee56f8d6e35.txt,0872024,21,1,1,"BA Soziologie/Psychologie, 6. Semester",1,"","","","","","","","","","","","","","","","","","","","","",2024-06-09-18-44,2024-07-09-18-44,"",""
s.4073c568-93e5-45f6-bd35-adc44ade5f31.txt,0872024,23,1,1,"Psychologie (HF, 2)",1,"","",Pseudowörter_mitTopUp.2024-07-23-1631.data.4073c568-93e5-45f6-bd35-adc44ade5f31.txt,1,"",3,3,2,4,1,4,4,2,"- wenn stimme weinerlich nach oben geht eher ängstlich ~~- wenn langgezogenes wort und stimme brüchig eher ängstlich~~- bei starker, kurzer aussprache eher wütend",O,L,S,7,5,E,"",2024-06-23-16-06,2024-07-23-16-06,2024-07-23-16-34,28
s.4387fdc7-8197-48ee-86ee-69ae25e32d6b.txt,0872024,19,1,1,"Psychologie, HF 2",1,"","",Pseudowörter_mitTopUp.2024-07-20-1539.data.4387fdc7-8197-48ee-86ee-69ae25e32d6b.txt,1,"",3,4,4,5,2,3,5,2,"hab mir vorgestellt, dass die Wörter Namen sind;~~hab überlegt, ob ich Person wütend antworten würde oder ob sie Angst vor mir hat",I,U,G,7,8,N,"",2024-06-20-15-15,2024-07-20-15-15,2024-07-20-15-43,28
s.459c25ec-7612-46af-a223-a5b3ac09d258.txt,"",21,1,1,"Psychologie, 4",1,"","",Pseudowörter_mitTopUp.2024-07-10-1500.data.459c25ec-7612-46af-a223-a5b3ac09d258.txt,1,"War verständlich, v.a. Durch Übungsphasen~~Biischen komisch, dass zuerst alles einmal abgespielt wird vor dem Block",5,2,1,4,1,3,5,1,"Angst: Stimmlage verändert sich, zittern in der Stimme, langgezogene Vokale~~Wut: lauter, schneller",A,R,N,8,1,L,"",2024-06-10-14-36,2024-07-10-14-36,2024-07-10-15-03,27
s.45acb588-005f-41f3-a822-57cee479ba78.txt,0872024,24,1,1,"Psychologie B.Sc., 2. Fachsemester",1,"","",Pseudowörter_mitTopUp.2024-07-29-1807.data.45acb588-005f-41f3-a822-57cee479ba78.txt,1,"War alles verständlich, manchmal hatte ich das Gefühl, die Stimme war eine Mischung aus ängstlich und wütend, vielleicht so ängstlich, dass etwas Wut mit dabei war ",4,3,2,5,1,4,5,1,lang gezogene Wörter klangen meist eher ängstlich,N,F,G,5,1,A,"",2024-06-29-17-45,2024-07-29-17-45,2024-07-29-18-10,25
s.4a169fa9-36fc-4d67-8373-63e84e9b43d4.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-23-11-27,2024-07-23-11-27,"",""
s.4f68cd6a-be44-417c-b74b-35fd6fedb985.txt,0872024,32,1,2,fg,1,klkl,"","","","","","","","","","","","","","","","","","","","",2024-06-17-22-30,2024-07-17-22-30,"",""
s.570d16dd-5074-4fca-abd2-8ce37f5c7db3.txt,0872024,20,1,1,Erziehungswissenschaft/ Psychologische/ 2,1,"","","","","","","","","","","","","","","","","","","","","",2024-06-16-13-24,2024-07-16-13-24,"",""
s.58063ca8-3cdb-4320-94d5-9aba6d5e2382.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-12-14-19,2024-07-12-14-19,"",""
s.58934064-6a49-487c-9ee3-8d4fe1fa5e72.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-28-10-39,2024-07-28-10-39,"",""
s.59bb0b8d-1552-436b-b37f-8e0c1ff2ffed.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-17-11-50,2024-07-17-11-50,"",""
s.5c1fb0c8-3ddd-4220-8495-ab1a91cc6b95.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-10-09-17,2024-07-10-09-18,"",""
s.5c65e674-e9b5-4a8a-beaf-4a2d0659560c.txt,0872024,21,3,1,"Psychologie B. Sc., 4. Fachsemester",1,"","","","","","","","","","","","","","","","","","","","","",2024-06-11-12-02,2024-07-11-12-02,"",""
s.5cfdf414-ba2a-488a-8aae-558d1b8ee4f7.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-29-20-57,2024-07-29-20-57,"",""
s.5d218de4-4510-4412-bf5b-8dadd20d40cc.txt,"",29,1,1,"Studentin Humanmedizin, 10. Fachsemester ",1,"","",Pseudowörter_mitTopUp.2024-07-24-1426.data.5d218de4-4510-4412-bf5b-8dadd20d40cc.txt,1,Insgesamt sehr gut verständlich und gute Instruktionen. Ich konnte allem genau folgen. ,5,2,1,5,1,4,5,1,"Ich habe auf die Geschwindigkeit des Sprechens geachtet, sowie auf die Tonlage. Aber auch welche Silben vorrangig betont werden (erste oder letzte).","","","","","","","",2024-06-24-14-03,2024-07-24-14-03,2024-07-24-14-29,26
s.631fe263-5198-4c2b-a747-e0aa0fc21cfa.txt,0872024,20,1,1,psychologie,1,"","","","","","","","","","","","","","","","","","","","","",2024-06-18-14-00,2024-07-18-14-00,"",""
s.6446b1dd-56a4-42b1-b40c-2104745e25cf.txt,0872024,22,1,1,"Psychologie (HF, 6 Semester)",1,"","","","","","","","","","","","","","","","","","","","","",2024-06-09-16-34,2024-07-09-16-34,"",""
s.68cd98c7-b98e-474d-9428-47d85ce81bcf.txt,0872024,19,1,1,Psychologie Hauptfach 2. Semester,1,"","",Pseudowörter_mitTopUp.2024-07-11-1508.data.68cd98c7-b98e-474d-9428-47d85ce81bcf.txt,1,"",4,3,3,4,1,2,5,2,"nach Lautstärke und Tonhöhe, manchmal Art Zittern in der Stimme gemerkt --> dann ängstlich ",A,A,S,0,9,A,"",2024-06-11-14-45,2024-07-11-14-45,2024-07-11-15-13,28
s.6d019743-fcbd-4212-8360-8ddf4d35103d.txt,0872024,24,1,1,"Psychologie, 4. FS",1,"","",Pseudowörter_mitTopUp.2024-07-12-1529.data.6d019743-fcbd-4212-8360-8ddf4d35103d.txt,1,"",5,3,1,5,1,3,5,1,"Ich habe versucht, nicht auf den vorherigen Stimmklang zu achtwen und jede Stimme für sich selbst zu bewerten~~",N,N,B,7,2,L,"",2024-06-12-15-06,2024-07-12-15-06,2024-07-12-15-31,25
s.7032c13d-0ecf-4f2c-a791-edd2de2e65dc.txt,0872024,22,1,1,"Psychologie (HF, 6)",1,"","",Pseudowörter_mitTopUp.2024-07-09-1756.data.7032c13d-0ecf-4f2c-a791-edd2de2e65dc.txt,1,"",1,4,3,4,1,1,5,5,"",A,H,F,7,9,I,"",2024-06-09-16-51,2024-07-09-16-51,2024-07-09-17-59,68
s.70520baf-ff35-4f6a-9097-5325dcbab922.txt,0872024,46,2,1,Heilerziehungspfleger,1,"","",Pseudowörter_mitTopUp.2024-07-11-1900.data.70520baf-ff35-4f6a-9097-5325dcbab922.txt,1,nein es war alles verständlich,5,3,2,5,1,5,5,1,"nach dem Klang der Stimme, ob ein zittern in der Stimme lag, hatte aber irgendwann auch das Gefühl durch das Wort beeinflusst zu werden","","","","","","","",2024-06-11-18-23,2024-07-11-18-23,2024-07-11-19-08,45
s.72c52fcf-ddc9-4f74-888d-ebd459095ef5.txt,0872024,24,1,1,"Soziologie/PSychologie,12",1,"","",Pseudowörter_mitTopUp.2024-07-16-1621.data.72c52fcf-ddc9-4f74-888d-ebd459095ef5.txt,1,"Nein es war klar, allerdings ist im Automatismus mal eine falsch Taste gedrückt worden ~~",5,3,2,4,2,2,2,1,"Ich hab auf die Stimmlage geachtet und ob sie von unten nach oben, oder von oben nach unten geht und ob sie zittert oder nicht~~",o,l,F,0,7,e,"",2024-06-16-15-48,2024-07-16-15-48,2024-07-16-16-24,36
s.780b1a70-b350-4316-a095-22dd131d41b9.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-11-13-54,2024-07-11-13-54,"",""
s.7a9e5046-3804-45b0-817a-d5b35232b1c3.txt,0872024,21,1,1,Psychologie,1,"","",Pseudowörter_mitTopUp.2024-07-16-1533.data.7a9e5046-3804-45b0-817a-d5b35232b1c3.txt,1,"nein, alles war klar",5,2,2,4,2,2,4,1,endbetonung der person und lautstärke beachtet,A,H,D,1,9,A,"",2024-06-16-15-13,2024-07-16-15-13,2024-07-16-15-35,22
s.7f49e7ad-4ec3-4474-bba4-c351e0670839.txt,0872024,22,1,1,"Psychologie (HF, Fachsemester 6)",1,"","",Pseudowörter_mitTopUp.2024-07-15-1000.data.7f49e7ad-4ec3-4474-bba4-c351e0670839.txt,1,Es war eigentlich alles verständlich,4,4,2,5,2,4,4,2,Ich hatte keine konkrete Strategie aber ich glaube letztendlich habe ich nach Lautstärke entschieden (und vielleicht auch wie schnell oder langsam das Wort ausgesprochen wurde),O,R,M,0,3,E,"",2024-06-15-09-39,2024-07-15-09-39,2024-07-15-10-03,24
s.80b4a6cd-8a57-41ee-9ffb-bf34b4c7f791.txt,0872024,27,1,1,Erziehungswissenschaft/Psychologie,1,"","",Pseudowörter_mitTopUp.2024-07-26-1051.data.80b4a6cd-8a57-41ee-9ffb-bf34b4c7f791.txt,1,alles war eindeutig,4,2,1,5,1,4,4,1,wurde das Wort lang gezogen oder nicht,I,F,D,9,7,A,"",2024-06-26-10-28,2024-07-26-10-28,2024-07-26-10-54,26
s.82229f3b-0103-4b68-bd6a-1830d590d5c3.txt,0872024,22,1,1,Psychologie B.Sc,1,"","",Pseudowörter_mitTopUp.2024-07-10-1838.data.82229f3b-0103-4b68-bd6a-1830d590d5c3.txt,1,"",4,3,1,4,2,4,5,2,"wie energischen waren die stimmen, Lautstärke, ""hochgehen"" der Stimme",A,S,H,5,9,A,"",2024-06-10-18-17,2024-07-10-18-17,2024-07-10-18-40,23
s.8bb7ad6c-017f-4805-9b4c-3e5805da49af.txt,0872024,25,2,1,"HF Soziologie, NF Psychologie, 8. Semester",1,"","",Pseudowörter_mitTopUp.2024-07-23-1647.data.8bb7ad6c-017f-4805-9b4c-3e5805da49af.txt,1,"war alles klar, nur die allermeisten Stimmen klangen ängstlich",5,2,2,5,2,1,5,1,Hab mir versucht vorzustellen wie ich auf die Person treffe und die Stimme höre. Je nachdem ob ich eher zur Hilfe eilen oder mich vor der Wut schützen würde habe ich ausgewählt.,A,E,M,2,3,R,"",2024-06-23-14-25,2024-07-23-16-25,2024-07-23-16-51,26
s.8cf01d2e-41bd-4b99-99fe-91a836bf3801.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-09-21-53,2024-07-09-21-53,"",""
s.8e9f42e2-935c-444d-b2de-f8ad990c22ed.txt,0872024,19,1,1,"",1,"","","","","","","","","","","","","","","","","","","","","",2024-06-12-16-49,2024-07-12-16-49,"",""
s.90a2dde7-823c-43a7-8b3d-40eb3c3a6a03.txt,0872024,29,1,1,Gärtnerin,1,"","",Pseudowörter_mitTopUp.2024-07-13-1535.data.90a2dde7-823c-43a7-8b3d-40eb3c3a6a03.txt,1,"",4,3,2,5,1,2,5,1,"","","","","","","","",2024-06-13-15-13,2024-07-13-15-13,2024-07-13-15-37,24
s.93076ad9-932b-4db0-bad5-29e89127c029.txt,0872024,20,1,1,HF Erziehungswissenschaft/NF Psychologie ,1,"","","","","","","","","","","","","","","","","","","","","",2024-06-17-17-14,2024-07-17-17-14,"",""
s.956d89aa-aa23-42e4-8e4e-84e51d53fae5.txt,"",27,1,1,"B.Sc. Psychologie, 6. Fachsemester ",1,"","",Pseudowörter_mitTopUp.2024-07-12-1453.data.956d89aa-aa23-42e4-8e4e-84e51d53fae5.txt,2,"",5,3,5,4,3,2,5,1,"","","","","","","","",2024-06-12-14-22,2024-07-12-14-22,2024-07-12-14-55,33
s.99a745e9-8f94-4611-b53c-e2b9704ab25a.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-13-09-13,2024-07-13-09-13,"",""
s.9aa68aa2-34e0-4307-9990-7908607960f0.txt,0872024,24,2,1,"Psychologie B.Sc., 6. Fachsemester",1,"","",Pseudowörter_mitTopUp.2024-07-24-1740.data.9aa68aa2-34e0-4307-9990-7908607960f0.txt,1,alles war verständlich,4,3,3,3,3,1,4,1,nein,i,d,Z,9,1,n,"",2024-06-24-17-09,2024-07-24-17-09,2024-07-24-17-44,35
s.9ccfdd72-9c92-4553-b181-4eac806fa52e.txt,0872024,23,2,1,Bachelor Psychologie,1,"","","","","","","","","","","","","","","","","","","","","",2024-06-28-10-39,2024-07-28-10-39,"",""
s.9cdcd335-9eff-44af-a65f-99e8221ed3c0.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-16-22-13,2024-07-16-22-13,"",""
s.9dc0ebf2-21cf-413b-b410-428ef34a88cf.txt,0872024,28,1,1,Logopädin,1,"","",Pseudowörter_mitTopUp.2024-07-12-1331.data.9dc0ebf2-21cf-413b-b410-428ef34a88cf.txt,1,alles super,4,2,1,4,1,3,4,1,"erster Eindruck und assoziativ, aber manchmal hat mein Finger reflexartig die vorherige Taste geklickt, obwohl ich eigentlich gegenteilige Emotion auswählen wollte","","","","","","","",2024-06-12-13-11,2024-07-12-13-11,2024-07-12-13-33,22
s.9de36c26-86e7-4dbf-bc42-852c10da0ee5.txt,0872024,32,1,1,Veterinärhygienekontrolleur,1,"","",Pseudowörter_mitTopUp.2024-07-10-2111.data.9de36c26-86e7-4dbf-bc42-852c10da0ee5.txt,1,alles verständlich und nachvollziehbar,5,3,2,5,1,5,5,1,Ich richtete meine Bewertung nach dem Tonfall der Stimme. In manchen Stimmen war ein Zittern zu hören. Manche stimmen klangen hinterfragend und dadurch ängstlich. Laute und aufgebrachte Stimmen bewertete ich als wütend.  ,"","","","","","","",2024-06-10-20-35,2024-07-10-20-35,2024-07-10-21-19,44
s.9e7ad32a-74f3-4aa4-a169-db7b2c42a560.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-28-10-53,2024-07-28-10-53,"",""
s.a20aeb57-5a3a-4164-bbfc-311f1547126d.txt,0872024,29,1,1,Psychologie 10,1,"","",Pseudowörter_mitTopUp.2024-07-10-1122.data.a20aeb57-5a3a-4164-bbfc-311f1547126d.txt,1,ja alles kalr,5,2,2,5,1,3,5,1,"ich habe mir vorgestellt, die wörter seien Namen und Vater oder Mutter rufen sie. Dann hab eich bewertet, ob das Kind sozusagen wutend oder ängstlich besorgt angesprochen wurde ","","","","","",588.AdaptEmoS2.aüF03a,"",2024-06-10-10-54,2024-07-10-10-54,2024-07-10-11-29,35
s.a2921f41-ad2d-49e2-bcc9-8fa96c0ba1f3.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-09-19-10,2024-07-09-19-23,"",""
s.a2e29561-6bfa-4647-ae7c-204f2ee70ce1.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-10-12-31,2024-07-10-12-31,"",""
s.a729a7d8-76ff-4434-861c-bbf2566734fe.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-10-14-10,2024-07-10-14-10,"",""
s.a86d14ce-2d91-4644-8022-ce23d154429b.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-09-17-04,2024-07-09-17-04,"",""
s.ac8a2a5b-caa8-4a4e-986b-1faf7b15ace2.txt,0872024,32,1,1,"Soziologie / Psychologie, 8",1,"","",Pseudowörter_mitTopUp.2024-07-10-1158.data.ac8a2a5b-caa8-4a4e-986b-1faf7b15ace2.txt,1,die Instruktionen waren verständlich,4,2,1,5,1,4,4,1,"Das zittern in der Stimme habe ich eher als ängstlich eingeordnet. Bei einer schnelle Aussprache, eher wütend. ",A,K,T,5,1,A,"",2024-06-10-11-33,2024-07-10-11-33,2024-07-10-12-03,30
s.aff4b58c-2fe9-4fb1-928d-50d0dce7618c.txt,0872024,21,3,1,"Psychologie B. Sc., 4. Fachsemester",1,"","",Pseudowörter_mitTopUp.2024-07-11-1248.data.aff4b58c-2fe9-4fb1-928d-50d0dce7618c.txt,1,"",3,2,1,5,1,4,4,2,"",O,L,N,7,4,H,"",2024-06-11-12-06,2024-07-11-12-06,2024-07-11-12-51,45
s.b04532c3-de5a-4379-990c-5653faa82895.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-12-16-49,2024-07-12-16-49,"",""
s.b339892c-f079-4d6d-9740-b11c9966fcf3.txt,0872024,26,1,1,"HF Psychologie, 6. Semester",1,"","",Pseudowörter_mitTopUp.2024-07-17-1640.data.b339892c-f079-4d6d-9740-b11c9966fcf3.txt,1,"Alles in Ordnung, hatte keine Probleme",4,2,3,4,3,2,5,2,"Zittern in der Stimme oder oder ein fragendes Ansteigen der Tonhöhe an Ende des Wortes habe ich als Angst interpretiert. Lauter werden, als würde man nach einer Person rufen, habe ich als Wut aufgefasst.",A,I,B,3,3,L,"",2024-06-17-16-18,2024-07-17-16-18,2024-07-17-16-45,27
s.b3bdd911-7bfe-4c02-be1f-897ad5f6a828.txt,0872024,26,1,1,"Psychologie M.Sc. (HF, FS; 6)",1,"","",Pseudowörter_mitTopUp.2024-07-19-1156.data.b3bdd911-7bfe-4c02-be1f-897ad5f6a828.txt,1,"",5,3,1,5,1,5,5,1,"Ich habe vom Bildschirm weggeschaut und versucht mir eine ängstliche Person vorzustellen und habe dann versucht darauf zu achten, ob die Stimme von dieser Vorstellung abweicht (also eher wütend klingt).","","","","","","",Viel Erfolg :))!,2024-06-19-11-34,2024-07-19-11-34,2024-07-19-12-00,26
s.b4b375e7-7e97-46be-84ac-82bc501e2935.txt, 0872024,20,1,1,Erziehungswissenschaft/Psychologie/2,1,"","",Pseudowörter_mitTopUp.2024-07-24-1736.data.b4b375e7-7e97-46be-84ac-82bc501e2935.txt,1,"",5,3,3,5,1,4,5,1,"",S,K,L,3,1,A,"",2024-06-24-17-13,2024-07-24-17-13,2024-07-24-17-39,26
s.b97bff97-3380-4c8e-8ec5-4bec0ba8f31c.txt,0872024,31,1,1,Psychologie B.sc./2. FS,1,"","","","","","","","","","","","","","","","","","","","","",2024-06-09-17-45,2024-07-09-17-45,"",""
s.b988c6a4-e814-415d-850d-1d182cead0ea.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-12-14-20,2024-07-12-14-20,"",""
s.c0964a18-3162-47a6-906f-325464577818.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-12-14-46,2024-07-12-14-46,"",""
