participant,intro_question1_1,LAge_1,LSex_1,LMotherLanguage_1,LStudyWork_1,LHearingDisabilitiesKnown_1,LHearingDisabilitiesKind_1,LHearingDisabilitiesConstraint_1,StartRatingExperiment_1,afterExp1AllSoundsPlayed_1,afterExp2InstructionsClear_1,afterExp3RatingEvaluation_1,afterExp3RatingEvaluation_2,afterExp3RatingEvaluation_3,afterExp3RatingEvaluation_4,afterExp3RatingEvaluation_5,afterExp3RatingEvaluation_6,afterExp3RatingEvaluation_7,afterExp3RatingEvaluation_8,afterExp4Strategy_1,LPartCode_1,LPartCode_2,LPartCode_3,LPartCode_4,LPartCode_5,LPartCode_6,Anmerkungen_1,CLIENT_start,TIME_start,TIME_end,TIME_total
s.20bba41b-5ad9-4b60-a14c-c97fccd638e8.txt,02072024,21,1,1,"Psychologie B.Sc., 6",1,"","",Identitäten_mitTopUp.2024-07-03-1032.data.20bba41b-5ad9-4b60-a14c-c97fccd638e8.txt,1,"",5,2,2,5,2,3,5,1,"",N,H,A,2,0,C,"",2024-06-03-10-09,2024-07-03-10-09,2024-07-03-10-34,25
s.2209b061-6209-4137-a077-4ea169c08da5.txt,02072024,20,1,1,"Psychologie (HF, 2. Fachsemester)",1,"","",Identitäten_mitTopUp.2024-07-03-2252.data.2209b061-6209-4137-a077-4ea169c08da5.txt,1,alles in Ordnung,4,3,2,5,1,4,5,1,"Stimmlage zittrig, nach oben, dünn, fragend -> ängstlich~~Stimmlage kräftig, eher nach unten, fest, nachdrücklich/fordernd -> wütend",I,S,H,1,7,N,"",2024-06-03-22-30,2024-07-03-22-29,2024-07-03-22-58,29
s.28561c9b-b4c7-4bc1-a8b1-08d12f4354e5.txt,02072024,22,1,1,"Bs.C. Psychologie, 4.",1,"","","","","","","","","","","","","","","","","","","","","",2024-06-04-10-16,2024-07-04-10-16,"",""
s.2bc3ba39-37cf-4cc5-ae48-f781240004e9.txt,02072024,22,2,1,"Psychologie HF, 4. Fachsemester",1,"","","","","","","","","","","","","","","","","","","","","",2024-06-03-13-02,2024-07-03-13-02,"",""
s.2ec24ce0-749b-45b2-be7a-3055843c3275.txt,02072024,20,3,1,Hauptfach Psychologie (2. Fachsemester),1,"","",Identitäten_mitTopUp.2024-07-08-1106.data.2ec24ce0-749b-45b2-be7a-3055843c3275.txt,1,"",3,2,1,5,1,3,5,2,keine wirkliche Strategie entwickelt ,A,G,G,1,2,I,"",2024-06-08-10-42,2024-07-08-10-42,2024-07-08-11-09,27
s.31b7f7c8-8ce9-413c-8e83-2b06bc0706c1.txt,02072024,22,1,1,Psychologie Bachelor 8. Semester,1,"","",Identitäten_mitTopUp.2024-07-05-1137.data.31b7f7c8-8ce9-413c-8e83-2b06bc0706c1.txt,1,war alles gut verständlich,4,2,3,4,1,3,5,2,"bei Stimmen die am Ende eher hoch geworden sind, eher ängstlich angeklickt",I,R,B,1,3,L,"",2024-06-05-11-14,2024-07-05-11-14,2024-07-05-11-40,26
s.31db59f3-cb1e-42e3-ae38-7575f980eb64.txt,02072024,21,1,1,"Psychologie B.Sc. (HF,4)",1,"","","","","","","","","","","","","","","","","","","","","",2024-06-04-12-04,2024-07-04-12-04,"",""
s.34915ce8-856d-40f5-8731-e21a467aa634.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-03-21-41,2024-07-03-21-41,"",""
s.35256653-49d0-4d12-bbfa-42982b1436ae.txt,02072024,20,1,1,Psychologie ,1,"","","","","","","","","","","","","","","","","","","","","",2024-06-08-13-59,2024-07-08-13-59,"",""
s.35878ccc-fa27-4a97-b69f-a0192f281757.txt,02072024,24,1,1,Psychologie 6 Fachsemester ,1,"","",Identitäten_mitTopUp.2024-07-03-1428.data.35878ccc-fa27-4a97-b69f-a0192f281757.txt,1,es war alles gut verständlich ,3,2,1,4,1,2,5,3,keine Strategie ,H,Ö,L,7,7,E,"",2024-06-03-14-08,2024-07-03-14-08,2024-07-03-14-31,23
s.46204211-ec06-4460-86ab-aa09a3a360b1.txt,02072024,21,1,1,psychologie hauptfach bachelor,1,"","","","","","","","","","","","","","","","","","","","","",2024-06-08-15-33,2024-07-08-15-33,"",""
s.476f6f30-0165-47c4-a751-dc85ca67b227.txt,02072024,22,1,1,"Psychologie Bs.C, 4.",1,"","",Identitäten_mitTopUp.2024-07-04-1045.data.476f6f30-0165-47c4-a751-dc85ca67b227.txt,1,- instruktionen verständlich,5,2,2,5,1,2,5,1,- zitterige stimme~~- lang gezogene vokale für ängstlich~~- schroffe und kurz ausgesprochene vokale für wütned~~- kleine Geschichten im Kopf ausgedacht in welche die gerade abgespielte Stimme passen könnte,"","","","","","","",2024-06-04-10-22,2024-07-04-10-22,2024-07-04-10-55,33
s.48245757-a6e8-4917-982f-f58912ffed70.txt,02072024,21,2,1,"B. Sc Informatik, 8",1,"","",Identitäten_mitTopUp.2024-07-03-1428.data.48245757-a6e8-4917-982f-f58912ffed70.txt,1,"Nope war alles verständlich. Der zweite Teil des Experiments war ein wenig ungewohnt, die Beschreibung bereitete mich nicht gut darauf vor.",4,2,3,5,2,3,5,1,"",I,Ü,W,2,8,A,"",2024-06-03-14-08,2024-07-03-14-08,2024-07-03-14-32,24
s.4a22b2d1-7afa-4a94-8ce9-6d2fd5d01cfd.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-03-14-07,2024-07-03-14-07,"",""
s.4c6bac87-6e2a-4cf9-a5be-5b41212b487f.txt,02072024,20,1,1,"Psychologie, Fachsemester 2",1,"","",Identitäten_mitTopUp.2024-07-03-1300.data.4c6bac87-6e2a-4cf9-a5be-5b41212b487f.txt,1,"",4,3,2,4,2,3,4,2,"ich habe nur wütend bewertet, wenn es für mich eindeutig wütend klang, sonst habe ich es als ängstlich bewertet",N,R,P,6,4,A,"",2024-06-03-12-35,2024-07-03-12-35,2024-07-03-13-05,30
s.4f15955c-ea21-4e4f-9e29-04891b4eb1e3.txt,02072024,23,2,1,Psychologie B.Sc.,1,"","",Identitäten_mitTopUp.2024-07-03-1326.data.4f15955c-ea21-4e4f-9e29-04891b4eb1e3.txt,1,"",4,2,2,5,1,3,5,3,"",a,h,s,4,4,r,"",2024-06-03-13-02,2024-07-03-13-02,2024-07-03-13-31,29
s.500415ec-e83e-45b2-8881-d9660782ee25.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-03-13-28,2024-07-03-13-28,"",""
s.50cef726-b2a4-491b-acfe-98c9862b845d.txt,02072024,19,1,1,"Psychologie (HF, 2)",1,"","",Identitäten_mitTopUp.2024-07-03-1831.data.50cef726-b2a4-491b-acfe-98c9862b845d.txt,1,nein mir kam nichts komisch vor,4,2,2,4,2,3,4,1,"Bei den Durchgängen mit dem vorherigen roten Kreuz konnte man sich gut an den Emotionen in den ""roten"" Durchgängen orientieren, da diese ziemlich eindeutig waren",U,I,K,4,3,U,"",2024-06-03-18-04,2024-07-03-18-04,2024-07-03-18-35,31
s.54e09deb-ccf3-48f3-a3c4-2a78a9707b32.txt,02072024,25,1,1,"Psychologie HF, 2.Semester",1,"","",Identitäten_mitTopUp.2024-07-03-1321.data.54e09deb-ccf3-48f3-a3c4-2a78a9707b32.txt,1,alles verständlich,4,2,2,4,2,1,4,2,keine Strategie,A,P,M,9,8,I,"",2024-06-03-12-59,2024-07-03-12-59,2024-07-03-13-23,24
s.56dcb03b-f18a-421e-8904-613485a572ac.txt,02072024,19,1,1,"HF Erziehungswissenschaften, NF Psychologie",1,"","",Identitäten_mitTopUp.2024-07-03-1655.data.56dcb03b-f18a-421e-8904-613485a572ac.txt,1,NEIN,3,3,3,4,2,3,4,3,KEINE,I,C,N,3,1,I,"",2024-06-03-16-30,2024-07-03-16-30,2024-07-03-16-58,28
s.5a046b64-24f9-4334-8ceb-d572099d2edc.txt,02072024,22,1,1,"Psychologie, 8",1,"","",Identitäten_mitTopUp.2024-07-08-0844.data.5a046b64-24f9-4334-8ceb-d572099d2edc.txt,1,"",5,2,2,4,2,3,5,1,"Stimmhebung/senkung, Zittern in der Stimme als Indikatoren; Klangvoll vs. kehliger Klang",A,L,E,3,7,O,"",2024-06-08-08-20,2024-07-08-08-20,2024-07-08-08-48,28
s.5efc3f7a-5e00-49f7-b5bb-94dbbcc74e01.txt,02072024,25,1,1,Psychologie B.Sc. 4. FS,1,"","","","","","","","","","","","","","","","","","","","","",2024-06-04-13-11,2024-07-04-13-11,"",""
s.60a342ae-04fc-4115-9cff-039673a9865a.txt,02072024,21,1,1,Psychologie; HF 2. Fachsemester,1,"","",Identitäten_mitTopUp.2024-07-03-2025.data.60a342ae-04fc-4115-9cff-039673a9865a.txt,1,"Nein, war alles gut verständlich erklärt und hat alles funktioniert",4,2,2,5,2,4,5,2,"zum Teil habe ich mich an der Tonhöhe orientiert oder auch an der Lautstärke oder daran, wie der Stimmenverlauf war - ob sie zum ende hin lauter oder leiser wurde",I,S,G,9,4,E,"",2024-06-03-20-05,2024-07-03-20-05,2024-07-03-20-28,23
s.6a7b82db-887e-4c03-9943-3b5f7c1c9f65.txt,02072024,31,1,1,2. FS/ Psychologie B.sc.,1,"","",Identitäten_mitTopUp.2024-07-03-1455.data.6a7b82db-887e-4c03-9943-3b5f7c1c9f65.txt,1,"Nein, die Instruktion war super :).",5,1,1,5,1,4,5,1,- Tonhöhe~~- Stimmfarbe~~- tlw. bildhafte Vorstellung in welcher Situation die Stimme passen könnte,I,D,D,1,9,E,"",2024-06-03-14-29,2024-07-03-14-29,2024-07-03-14-59,30
s.6bee1090-e511-4f5c-ae90-1cfc378e0ec1.txt,02072024,19,1,1,Psychologie B.Sc.,1,"","",Identitäten_mitTopUp.2024-07-03-1706.data.6bee1090-e511-4f5c-ae90-1cfc378e0ec1.txt,1,"",4,1,1,5,1,1,5,1,"",I,S,G,7,3,U,"",2024-06-03-16-38,2024-07-03-16-38,2024-07-03-17-09,31
s.6e52e32f-7d91-45b3-83c4-33c213b14b96.txt,02072024,20,2,1,"Erziehungswissenschaften/Psychologie, 2",1,"","",Identitäten_mitTopUp.2024-07-07-1256.data.6e52e32f-7d91-45b3-83c4-33c213b14b96.txt,1,-alles sehr gut verständlich,2,3,1,4,1,4,2,4,-Lautstärke~~-Schwingung in der Stimmlage~~-Sprechgeschwindigkeit~~-Persönlichkeit hinter der Stimme,A,E,W,1,8,N,"",2024-06-07-12-31,2024-07-07-12-31,2024-07-07-13-04,33
s.73d6dd68-4d4d-47c8-bc41-e8b02e6416ca.txt,02072024,22,1,1,"Psychologie,2",1,"","",Identitäten_mitTopUp.2024-07-03-1643.data.73d6dd68-4d4d-47c8-bc41-e8b02e6416ca.txt,2,"",4,3,2,4,2,2,4,1,"",I,L,A,8,1,A,"",2024-06-03-16-12,2024-07-03-16-12,2024-07-03-16-47,35
s.7497e908-cf97-4f56-bfc8-fa427047c1ed.txt,02072024,20,1,1,"B.Sc. Psychologie (HF, 2. FS)",1,"","",Identitäten_mitTopUp.2024-07-03-1306.data.7497e908-cf97-4f56-bfc8-fa427047c1ed.txt,1,"ja, nein, nein",3,4,3,5,2,4,4,2,"- Stimme lauter = wütend, wenn leiser , dann eher ängstlich",L,Y,B,1,3,E,"",2024-06-03-12-40,2024-07-03-12-40,2024-07-03-13-08,28
s.76d97785-f7b6-49e9-b6f4-9dfaef7d8b8e.txt,02072024,20,1,1,Psychologie im Hauptfach (2. Semester),1,"","",Identitäten_mitTopUp.2024-07-04-1213.data.76d97785-f7b6-49e9-b6f4-9dfaef7d8b8e.txt,1,die Instruktionen waren verständlich~~es war alles klar und eindeutig,4,3,2,4,1,4,4,1,ich habe keine Strategie entwicklt~~ich habe immer nach gefühl entschieden,E,B,E,2,0,A,"",2024-06-04-11-47,2024-07-04-11-47,2024-07-04-12-15,28
s.7fd23c4f-a129-412a-9cf2-f7a9026b2341.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-08-10-49,2024-07-08-10-49,"",""
s.836ec5be-a494-4690-9f49-1b7d7a2d415a.txt,02072024,21,1,1,psychologie hauptfach bachelor,1,"","","","","","","","","","","","","","","","","","","","","",2024-06-08-15-31,2024-07-08-15-31,"",""
s.84f28f1d-7a91-4f8b-8ff7-90677b4fbe81.txt,02072024,19,1,1,Psychologie HF 2. Semester,1,"","",Identitäten_mitTopUp.2024-07-04-2252.data.84f28f1d-7a91-4f8b-8ff7-90677b4fbe81.txt,1,"war alles klar verständlich, keinerlei Unsicherheiten",4,2,2,5,1,3,5,1,"ich habe keine bewusste strategie entwickelt, vllt habe ich unterbewusst die stimmen mit den deutlichen angaben für wütend und ängstlich verglichen und dann entschieden wo mehr Ähnlichkeit besteht. ",I,C,C,6,8,A,"",2024-06-04-22-24,2024-07-04-22-24,2024-07-04-22-57,33
s.84fafb2e-24b5-4115-9d4c-35fc222be340.txt,02072024,25,1,1,"Psychologie (HF, 10)",1,"","",Identitäten_mitTopUp.2024-07-03-1252.data.84fafb2e-24b5-4115-9d4c-35fc222be340.txt,1,"",4,1,1,5,1,4,5,1,"intonation, stimmbrüche, länge des Wortes, Gefühle, die die Stimmen in mir ausgelöst haben",U,H,H,5,2,O,"",2024-06-03-11-07,2024-07-03-11-07,2024-07-03-12-57,110
s.852b0e30-d865-4192-b894-193fb17ab45b.txt,02072024,22,1,1,Psychologie HF 6.Semester,1,"","",Identitäten_mitTopUp.2024-07-03-1601.data.852b0e30-d865-4192-b894-193fb17ab45b.txt,1,manchmal wurde der Tastendruck nicht akzeptiert bzw. nicht als solcher erkant. Musste dann mehrfach drücken,4,2,2,5,1,3,5,1,Ich habe darauf geachtet wie lange das wort ausgesprochen wurde. Auf Lautstärke geachtet bzw. wie kräftig das wort ausgesprochen wurde,A,M,L,4,9,T,"",2024-06-03-15-38,2024-07-03-15-39,2024-07-03-16-05,26
s.86ae6aa0-4bfc-472f-a209-979709eb1a1e.txt,02072024,26,1,1,"Student, Psychologie HF, 4. Semester",1,"","",Identitäten_mitTopUp.2024-07-03-1244.data.86ae6aa0-4bfc-472f-a209-979709eb1a1e.txt,1,alles gut,1,2,2,5,1,3,3,4,"Ich habe versucht mir ein Bild mental vorzustellen. Ruft ein Elternteil im verlassenen Haus nach den Kindern ""Mulam"", ""Namil"" , ... oder stehen sie mit erhobener Hand vor den Kindern.",E,N,P,2,5,E,"",2024-06-03-12-21,2024-07-03-12-21,2024-07-03-12-49,28
s.8ad1bf4d-e99f-4a2c-a179-6a74c742580d.txt,02072024,19,1,1,Psychologie,1,"","",Identitäten_mitTopUp.2024-07-03-1352.data.8ad1bf4d-e99f-4a2c-a179-6a74c742580d.txt,2,"ab und zu war keine stimme zuhören, was macht man da?",3,3,2,4,2,2,4,4,"klang und länge der vokale, leichtes zittern bei angst zu hören",I,I,L,4,9,I,"",2024-06-03-13-25,2024-07-03-13-26,2024-07-03-13-56,30
s.8d0954e4-1ff5-4701-aa0c-e7e455abe886.txt,02072024,22,1,1,"Bs.C. Psychologie, 4.",1,"","","","","","","","","","","","","","","","","","","","","",2024-06-04-10-18,2024-07-04-10-18,"",""
s.93081d18-9fa8-40c8-9399-1a4387391946.txt,02072024,27,2,1,"Soziologie/Psychologie, 8",1,"","",Identitäten_mitTopUp.2024-07-05-1737.data.93081d18-9fa8-40c8-9399-1a4387391946.txt,1,"keine Verständnisprobleme, nie unsicher",4,4,3,4,2,4,5,1,"Rufe, die von leise zu laut tendierten, klangen wütender. Manche samples klangen nach einem Zittern ind er Stimme, die oft ängstlicher klingen.",O,A,O,2,8,e,"",2024-06-05-17-12,2024-07-05-17-12,2024-07-05-17-12,0
s.93f0956a-67de-44c0-be87-cf798ba27c51.txt,02072024,22,2,1,HF Psychologie,1,"","",Identitäten_mitTopUp.2024-07-06-2217.data.93f0956a-67de-44c0-be87-cf798ba27c51.txt,1,"",4,4,3,4,2,1,4,2,ob am Ende die Stimme hoch oder runter geht,E,S,B,3,5,I,"",2024-06-06-21-51,2024-07-06-21-49,2024-07-06-22-20,31
s.941db4ee-be42-49f1-8863-920414ded194.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-04-11-11,2024-07-04-11-11,"",""
s.97145a86-522e-4472-884a-8b768ae0586f.txt,02072024,19,1,1,"Englisch/Psychologie, 4./2. Semester ",1,"","",Identitäten_mitTopUp.2024-07-08-1257.data.97145a86-522e-4472-884a-8b768ae0586f.txt,1,"-es war alles verständlichbei~~- bei dem hinzufügen des roten kreuzes und dessen funktion war ich kurz unsicher, aber hat sich schnell erklärt",4,2,2,4,2,3,4,1,- intensität/ dringlichkeit des tones ~~- zittern in der stimme ~~- sanfte/harte stimme ~~- lautstärke ~~- situationen in denen ich mir den gehörten ton vorstelle ,t,i,b,6,9,a,"",2024-06-08-10-49,2024-07-08-10-49,2024-07-08-13-01,132
s.9ee0e79a-7873-4358-aa9d-8ca7793cdfea.txt,02072024,23,1,1,"Soziologie (HF) Psychologie (NF), 7",1,"","",Identitäten_mitTopUp.2024-07-07-1555.data.9ee0e79a-7873-4358-aa9d-8ca7793cdfea.txt,1,"",5,3,2,4,2,3,4,1,"",A,R,B,9,1,A,"",2024-06-07-15-30,2024-07-07-15-30,2024-07-07-15-58,28
s.a3f3aacb-45f3-420d-87e4-be13dba6ecf1.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-03-13-02,2024-07-03-13-02,"",""
s.a7d5652a-ca03-4ca8-a130-7b38ae1d1128.txt,02072024,20,1,1,Psychologie,1,"","","","","","","","","","","","","","","","","","","","","",2024-06-03-12-42,2024-07-03-12-42,"",""
s.b0a60c7d-4297-42e8-9657-df5462136db8.txt,02072024,24,3,1,"Soziologie (HF), Psychologie (NF), 4. FS",1,"","","","","","","","","","","","","","","","","","","","","",2024-06-04-11-13,2024-07-04-11-13,"",""
s.b4c5dcf4-2042-42c4-9e80-e806114de282.txt,02072024,19,1,1,"Erziehungswissenschaft/Psycholigie, 2. Semster",1,"","",Identitäten_mitTopUp.2024-07-05-1147.data.b4c5dcf4-2042-42c4-9e80-e806114de282.txt,1,"",2,3,2,5,2,2,5,4,"- harte kurze töne = wütend~~- langezogene töne, weicher sound = ängstlich ",E,E,B,8,1,O,"",2024-06-05-11-17,2024-07-05-11-17,2024-07-05-11-51,34
s.bd695888-c7f5-4e8f-b0e3-af36bf6ed02e.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-06-10-19,2024-07-06-10-19,"",""
s.c71e9c5d-f3ce-4968-9c45-4f1cef1a9ec9.txt,02072024,23,1,1,"Psychologie HF, 8",1,"","",Identitäten_mitTopUp.2024-07-03-1215.data.c71e9c5d-f3ce-4968-9c45-4f1cef1a9ec9.txt,1,"",5,3,1,5,1,2,5,1,"wütende Stimmen eher knapp und aggressiver Tonfall ~~ängstliche oft mit zittern in der Stimmen, fragend (Ende des Wortes Intonation hoch), leiser und unischerer",I,O,H,8,5,A,"",2024-06-03-11-39,2024-07-03-11-39,2024-07-03-12-19,40
s.cab2ac40-6441-4729-bca5-d3475cb085af.txt,02072024,21,1,1,"Psychologie, 2. Semester ",1,"","",Identitäten_mitTopUp.2024-07-03-1057.data.cab2ac40-6441-4729-bca5-d3475cb085af.txt,1,"",3,1,1,4,1,3,4,2,Bei Ängstlichkeit zB das Zittern der Stimmte und eine Schwäche in der Stimme und das Wort wurde eher lagn gezogen~~Bei Wut wurde das Wort eher knapp ausgesprochen mit einer starken Stimmte ,I,O,O,1,8,A,"",2024-06-03-10-33,2024-07-03-10-33,2024-07-03-11-02,29
s.cc045e0a-af09-4773-a5a6-44be5ffbe3c3.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-03-12-42,2024-07-03-12-42,"",""
s.d124c039-ebc9-408c-8319-9654a9e94927.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-08-13-58,2024-07-08-13-58,"",""
s.d3bcebf6-076a-49e6-b199-6b20ad831577.txt,02072024,19,1,1,Psychologie B.Sc. 4. FS,1,"","",Identitäten_mitTopUp.2024-07-03-1259.data.d3bcebf6-076a-49e6-b199-6b20ad831577.txt,1,alles gut,2,2,2,5,2,3,5,4,keine Strategie,E,L,R,7,7,A,"",2024-06-03-12-33,2024-07-03-12-33,2024-07-03-13-01,28
s.d7d78c22-e46b-4dc4-9f42-9c186107b5e7.txt,02072024,21,1,1,"Kommunikationswissenschaft, Psychologie, 2",1,"","",Identitäten_mitTopUp.2024-07-03-1233.data.d7d78c22-e46b-4dc4-9f42-9c186107b5e7.txt,1,Instruktionen waren verständlich,5,3,1,4,1,3,5,1,"",I,R,L,4,6,E,"",2024-06-03-12-08,2024-07-03-12-08,2024-07-03-12-38,30
s.d992d872-b1e8-4673-a38a-4badd1685a2f.txt,02072024,22,2,1,"Hauptfach, Psychologie",1,"","",Identitäten_mitTopUp.2024-07-03-1838.data.d992d872-b1e8-4673-a38a-4badd1685a2f.txt,1,"",4,3,2,4,1,3,4,2,"",I,U,E,1,7,N,"",2024-06-03-17-58,2024-07-03-17-58,2024-07-03-18-41,43
s.da4967be-6780-435b-9c50-a4fc4f5cf0d4.txt,02072024,23,1,1,"Psychologie, 6 Semester",1,"","","","","","","","","","","","","","","","","","","","","",2024-06-04-13-49,2024-07-04-13-49,"",""
s.dad1c06f-b25d-4077-99c4-8d55d1475e5c.txt,02072024,19,1,1,"Psychologie, 2",1,"","",Identitäten_mitTopUp.2024-07-03-2157.data.dad1c06f-b25d-4077-99c4-8d55d1475e5c.txt,1,"war alles super, hab es gut verstanden und war mir nicht unsicher",3,2,2,4,2,2,4,3,etwas nach Lautstärke und Sprechtempo bewertet,A,A,S,6,2,N,"",2024-06-03-21-31,2024-07-03-21-31,2024-07-03-22-03,32
s.de25c0c9-3d2b-4ac2-973f-ee8bfabdcdab.txt,02072024,26,2,1,"Soziologie (HF), Psychologie (NF), 10",1,"","",Identitäten_mitTopUp.2024-07-03-1732.data.de25c0c9-3d2b-4ac2-973f-ee8bfabdcdab.txt,1,"",5,2,1,5,1,3,5,2,"Stimmlage, Klang der Stimme, bildlich Situation vorstellen.",A,H,B,0,4,I,"",2024-06-03-17-08,2024-07-03-17-08,2024-07-03-17-43,35
s.dee66716-6c11-439b-81bc-60707b3e0de5.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-03-12-22,2024-07-03-12-22,"",""
s.e234f95f-9298-40db-897f-1a66a8e40580.txt,02072024,22,1,1,Psychologie,1,"","",Identitäten_mitTopUp.2024-07-08-1451.data.e234f95f-9298-40db-897f-1a66a8e40580.txt,1,"",3,2,2,5,1,3,3,2,"~~Aussprache, welche Buichstaben gezogen wurden, welcher Druck hinter der Stimme steckt",U,B,G,3,3,N,"",2024-06-08-14-28,2024-07-08-14-28,2024-07-08-14-56,28
s.e5ad55bf-d1bc-4209-9aff-0c65bae0b642.txt,02072024,19,1,1,"Psychologie, 2",1,"","","","","","","","","","","","","","","","","","","","","",2024-06-06-10-19,2024-07-06-10-19,"",""
s.e6acaa36-1757-41f3-8f81-3dc9e10dac8c.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-03-16-56,2024-07-03-16-56,"",""
s.f2e3a62d-e4f3-47c5-94fd-e2116a97de05.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-03-22-16,2024-07-03-22-15,"",""
s.f406121c-2538-42f7-ab51-b24aa7d1d9a6.txt,02072024,29,1,1,Psychologie,1,"","",Identitäten_mitTopUp.2024-07-04-2236.data.f406121c-2538-42f7-ab51-b24aa7d1d9a6.txt,1,Instruktion verständlich~~keine unsicheren Momente,4,3,2,4,2,3,4,1,keine Strategie,I,N,F,8,4,A,"",2024-06-04-22-05,2024-07-04-22-05,2024-07-04-22-41,36
